년도,광역,기초,경찰서,시구only,연령,성별,가구수
2018,경기,안성시,경기안성경찰서,안성시,51~60세,남자,2278
2018,경기,안성시,경기안성경찰서,안성시,51~60세,여자,1663
2018,경기,안성시,경기안성경찰서,안성시,61~세,남자,2466
2018,경기,안성시,경기안성경찰서,안성시,61~세,여자,4690
2018,강원,양구군,강원양구경찰서,양구군,21~30세,남자,743
2018,강원,양구군,강원양구경찰서,양구군,21~30세,여자,69
2018,강원,양구군,강원양구경찰서,양구군,31~40세,남자,226
2018,강원,양구군,강원양구경찰서,양구군,31~40세,여자,57
2018,강원,양구군,강원양구경찰서,양구군,41~50세,남자,218
2018,강원,양구군,강원양구경찰서,양구군,41~50세,여자,102
2018,강원,양구군,강원양구경찰서,양구군,51~60세,남자,309
2018,강원,양구군,강원양구경찰서,양구군,51~60세,여자,173
2018,강원,양구군,강원양구경찰서,양구군,61~세,남자,422
2018,강원,양구군,강원양구경찰서,양구군,61~세,여자,781
2018,경남,양산시,경남양산경찰서,양산시,16~20세,남자,59
2018,경남,양산시,경남양산경찰서,양산시,16~20세,여자,66
2018,경남,양산시,경남양산경찰서,양산시,21~30세,남자,2360
2018,경남,양산시,경남양산경찰서,양산시,21~30세,여자,1889
2018,경남,양산시,경남양산경찰서,양산시,31~40세,남자,4359
2018,경남,양산시,경남양산경찰서,양산시,31~40세,여자,1881
2018,경남,양산시,경남양산경찰서,양산시,41~50세,남자,3831
2018,경남,양산시,경남양산경찰서,양산시,41~50세,여자,2221
2018,경남,양산시,경남양산경찰서,양산시,51~60세,남자,3574
2018,경남,양산시,경남양산경찰서,양산시,51~60세,여자,3297
2018,경남,양산시,경남양산경찰서,양산시,61~세,남자,3602
2018,경남,양산시,경남양산경찰서,양산시,61~세,여자,8141
2018,강원,양양군,강원속초경찰서,양양군,21~30세,남자,163
2018,강원,양양군,강원속초경찰서,양양군,21~30세,여자,72
2018,강원,양양군,강원속초경찰서,양양군,31~40세,남자,223
2018,강원,양양군,강원속초경찰서,양양군,31~40세,여자,102
2018,강원,양양군,강원속초경찰서,양양군,41~50세,남자,273
2018,강원,양양군,강원속초경찰서,양양군,41~50세,여자,129
2018,강원,양양군,강원속초경찰서,양양군,51~60세,남자,503
2018,강원,양양군,강원속초경찰서,양양군,51~60세,여자,353
2018,강원,양양군,강원속초경찰서,양양군,61~세,남자,743
2018,강원,양양군,강원속초경찰서,양양군,61~세,여자,1467
2018,경기,양주시,경기양주경찰서,양주시,16~20세,남자,49
2018,경기,양주시,경기양주경찰서,양주시,16~20세,여자,61
2018,경기,양주시,경기양주경찰서,양주시,21~30세,남자,1167
2018,경기,양주시,경기양주경찰서,양주시,21~30세,여자,646
2018,경기,양주시,경기양주경찰서,양주시,31~40세,남자,1682
2018,경기,양주시,경기양주경찰서,양주시,31~40세,여자,653
2018,경기,양주시,경기양주경찰서,양주시,41~50세,남자,2207
2018,경기,양주시,경기양주경찰서,양주시,41~50세,여자,1044
2018,경기,양주시,경기양주경찰서,양주시,51~60세,남자,2411
2018,경기,양주시,경기양주경찰서,양주시,51~60세,여자,1534
2018,경기,양주시,경기양주경찰서,양주시,61~세,남자,2651
2018,경기,양주시,경기양주경찰서,양주시,61~세,여자,4259
2018,서울,양천구,서울양천경찰서,양천구,16~20세,남자,77
2018,서울,양천구,서울양천경찰서,양천구,16~20세,여자,72
2018,서울,양천구,서울양천경찰서,양천구,21~30세,남자,1845
2018,서울,양천구,서울양천경찰서,양천구,21~30세,여자,2096
2018,서울,양천구,서울양천경찰서,양천구,31~40세,남자,3730
2018,서울,양천구,서울양천경찰서,양천구,31~40세,여자,2704
2018,서울,양천구,서울양천경찰서,양천구,41~50세,남자,3141
2018,서울,양천구,서울양천경찰서,양천구,41~50세,여자,2284
2018,서울,양천구,서울양천경찰서,양천구,51~60세,남자,3234
2018,서울,양천구,서울양천경찰서,양천구,51~60세,여자,2794
2018,서울,양천구,서울양천경찰서,양천구,61~세,남자,3800
2018,서울,양천구,서울양천경찰서,양천구,61~세,여자,8527
2018,경기,양평군,경기양평경찰서,양평군,16~20세,남자,21
2018,경기,양평군,경기양평경찰서,양평군,16~20세,여자,10
2018,경기,양평군,경기양평경찰서,양평군,21~30세,남자,497
2018,경기,양평군,경기양평경찰서,양평군,21~30세,여자,273
2018,경기,양평군,경기양평경찰서,양평군,31~40세,남자,697
2018,경기,양평군,경기양평경찰서,양평군,31~40세,여자,430
2018,경기,양평군,경기양평경찰서,양평군,41~50세,남자,1028
2018,경기,양평군,경기양평경찰서,양평군,41~50세,여자,654
2018,경기,양평군,경기양평경찰서,양평군,51~60세,남자,1772
2018,경기,양평군,경기양평경찰서,양평군,51~60세,여자,1456
2018,경기,양평군,경기양평경찰서,양평군,61~세,남자,2768
2018,경기,양평군,경기양평경찰서,양평군,61~세,여자,4221
2018,전남,여수시,전남여수경찰서,여수시,16~20세,남자,336
2018,전남,여수시,전남여수경찰서,여수시,16~20세,여자,218
2018,전남,여수시,전남여수경찰서,여수시,21~30세,남자,2458
2018,전남,여수시,전남여수경찰서,여수시,21~30세,여자,1231
2018,전남,여수시,전남여수경찰서,여수시,31~40세,남자,2501
2018,전남,여수시,전남여수경찰서,여수시,31~40세,여자,1005
2018,전남,여수시,전남여수경찰서,여수시,41~50세,남자,2860
2018,전남,여수시,전남여수경찰서,여수시,41~50세,여자,1338
2018,전남,여수시,전남여수경찰서,여수시,51~60세,남자,3273
2018,전남,여수시,전남여수경찰서,여수시,51~60세,여자,2524
2018,전남,여수시,전남여수경찰서,여수시,61~세,남자,4207
2018,전남,여수시,전남여수경찰서,여수시,61~세,여자,9208
2018,경기,여주시,경기여주경찰서,여주시,16~20세,남자,30
2018,경기,여주시,경기여주경찰서,여주시,16~20세,여자,29
2018,경기,여주시,경기여주경찰서,여주시,21~30세,남자,604
2018,경기,여주시,경기여주경찰서,여주시,21~30세,여자,408
2018,경기,여주시,경기여주경찰서,여주시,31~40세,남자,909
2018,경기,여주시,경기여주경찰서,여주시,31~40세,여자,486
2018,경기,여주시,경기여주경찰서,여주시,41~50세,남자,1129
2018,경기,여주시,경기여주경찰서,여주시,41~50세,여자,738
2018,경기,여주시,경기여주경찰서,여주시,51~60세,남자,1459
2018,경기,여주시,경기여주경찰서,여주시,51~60세,여자,1161
2018,경기,여주시,경기여주경찰서,여주시,61~세,남자,1908
2018,경기,여주시,경기여주경찰서,여주시,61~세,여자,3142
2018,인천,연수구,인천연수경찰서,연수구,16~20세,남자,102
2018,인천,연수구,인천연수경찰서,연수구,16~20세,여자,160
2018,인천,연수구,인천연수경찰서,연수구,21~30세,남자,2796
2018,인천,연수구,인천연수경찰서,연수구,21~30세,여자,2311
2018,인천,연수구,인천연수경찰서,연수구,31~40세,남자,3507
2018,인천,연수구,인천연수경찰서,연수구,31~40세,여자,1698
2018,인천,연수구,인천연수경찰서,연수구,41~50세,남자,2897
2018,인천,연수구,인천연수경찰서,연수구,41~50세,여자,1754
2018,인천,연수구,인천연수경찰서,연수구,51~60세,남자,2610
2018,인천,연수구,인천연수경찰서,연수구,51~60세,여자,2097
2018,인천,연수구,인천연수경찰서,연수구,61~세,남자,2113
2018,인천,연수구,인천연수경찰서,연수구,61~세,여자,4613
2018,부산,연제구,,연제구,16~20세,남자,97
2018,부산,연제구,,연제구,16~20세,여자,108
2018,부산,연제구,,연제구,21~30세,남자,1495
2018,부산,연제구,,연제구,21~30세,여자,1934
2018,부산,연제구,,연제구,31~40세,남자,1934
2018,부산,연제구,,연제구,31~40세,여자,1461
2018,부산,연제구,,연제구,41~50세,남자,1651
2018,부산,연제구,,연제구,41~50세,여자,1294
2018,부산,연제구,,연제구,51~60세,남자,1795
2018,부산,연제구,,연제구,51~60세,여자,1924
2018,부산,연제구,,연제구,61~세,남자,2557
2018,부산,연제구,,연제구,61~세,여자,6132
2018,경기,연천군,경기연천경찰서,연천군,16~20세,여자,5
2018,경기,연천군,경기연천경찰서,연천군,21~30세,남자,934
2018,경기,연천군,경기연천경찰서,연천군,21~30세,여자,147
2018,경기,연천군,경기연천경찰서,연천군,31~40세,남자,365
2018,경기,연천군,경기연천경찰서,연천군,31~40세,여자,95
2018,경기,연천군,경기연천경찰서,연천군,41~50세,남자,387
2018,경기,연천군,경기연천경찰서,연천군,41~50세,여자,146
2018,경기,연천군,경기연천경찰서,연천군,51~60세,남자,647
2018,경기,연천군,경기연천경찰서,연천군,51~60세,여자,381
2018,경기,연천군,경기연천경찰서,연천군,61~세,남자,1126
2018,경기,연천군,경기연천경찰서,연천군,61~세,여자,1884
2018,전남,영광군,전남영광경찰서,영광군,16~20세,남자,16
2018,전남,영광군,전남영광경찰서,영광군,16~20세,여자,14
2018,전남,영광군,전남영광경찰서,영광군,21~30세,남자,264
2018,전남,영광군,전남영광경찰서,영광군,21~30세,여자,147
2018,전남,영광군,전남영광경찰서,영광군,31~40세,남자,338
2018,전남,영광군,전남영광경찰서,영광군,31~40세,여자,140
2018,전남,영광군,전남영광경찰서,영광군,41~50세,남자,470
2018,전남,영광군,전남영광경찰서,영광군,41~50세,여자,225
2018,전남,영광군,전남영광경찰서,영광군,51~60세,남자,736
2018,전남,영광군,전남영광경찰서,영광군,51~60세,여자,484
2018,전남,영광군,전남영광경찰서,영광군,61~세,남자,1212
2018,전남,영광군,전남영광경찰서,영광군,61~세,여자,3170
2018,경북,영덕군,경북영덕경찰서,영덕군,21~30세,남자,155
2018,경북,영덕군,경북영덕경찰서,영덕군,21~30세,여자,103
2018,경북,영덕군,경북영덕경찰서,영덕군,31~40세,남자,189
2018,경북,영덕군,경북영덕경찰서,영덕군,31~40세,여자,128
2018,경북,영덕군,경북영덕경찰서,영덕군,41~50세,남자,316
2018,경북,영덕군,경북영덕경찰서,영덕군,41~50세,여자,189
2018,경북,영덕군,경북영덕경찰서,영덕군,51~60세,남자,578
2018,경북,영덕군,경북영덕경찰서,영덕군,51~60세,여자,494
2018,경북,영덕군,경북영덕경찰서,영덕군,61~세,남자,1039
2018,경북,영덕군,경북영덕경찰서,영덕군,61~세,여자,3388
2018,부산,영도구,부산영도경찰서,영도구,16~20세,남자,75
2018,부산,영도구,부산영도경찰서,영도구,16~20세,여자,73
2018,부산,영도구,부산영도경찰서,영도구,21~30세,남자,1349
2018,부산,영도구,부산영도경찰서,영도구,21~30세,여자,650
2018,부산,영도구,부산영도경찰서,영도구,31~40세,남자,771
2018,부산,영도구,부산영도경찰서,영도구,31~40세,여자,385
2018,부산,영도구,부산영도경찰서,영도구,41~50세,남자,1160
2018,부산,영도구,부산영도경찰서,영도구,41~50세,여자,560
2018,부산,영도구,부산영도경찰서,영도구,51~60세,남자,1824
2018,부산,영도구,부산영도경찰서,영도구,51~60세,여자,1232
2018,부산,영도구,부산영도경찰서,영도구,61~세,남자,2804
2018,부산,영도구,부산영도경찰서,영도구,61~세,여자,6060
2018,충북,영동군,충북영동경찰서,영동군,16~20세,남자,109
2018,충북,영동군,충북영동경찰서,영동군,16~20세,여자,41
2018,충북,영동군,충북영동경찰서,영동군,21~30세,남자,647
2018,충북,영동군,충북영동경찰서,영동군,21~30세,여자,368
2018,충북,영동군,충북영동경찰서,영동군,31~40세,남자,235
2018,충북,영동군,충북영동경찰서,영동군,31~40세,여자,141
2018,충북,영동군,충북영동경찰서,영동군,41~50세,남자,380
2018,충북,영동군,충북영동경찰서,영동군,41~50세,여자,189
2018,충북,영동군,충북영동경찰서,영동군,51~60세,남자,693
2018,충북,영동군,충북영동경찰서,영동군,51~60세,여자,464
2018,충북,영동군,충북영동경찰서,영동군,61~세,남자,1248
2018,충북,영동군,충북영동경찰서,영동군,61~세,여자,2855
2018,서울,영등포구,서울영등포경찰서,영등포구,16~20세,남자,82
2018,서울,영등포구,서울영등포경찰서,영등포구,16~20세,여자,102
2018,서울,영등포구,서울영등포경찰서,영등포구,21~30세,남자,5707
2018,서울,영등포구,서울영등포경찰서,영등포구,21~30세,여자,7266
2018,서울,영등포구,서울영등포경찰서,영등포구,31~40세,남자,8294
2018,서울,영등포구,서울영등포경찰서,영등포구,31~40세,여자,5765
2018,서울,영등포구,서울영등포경찰서,영등포구,41~50세,남자,4626
2018,서울,영등포구,서울영등포경찰서,영등포구,41~50세,여자,2924
2018,서울,영등포구,서울영등포경찰서,영등포구,51~60세,남자,4158
2018,서울,영등포구,서울영등포경찰서,영등포구,51~60세,여자,2644
2018,서울,영등포구,서울영등포경찰서,영등포구,61~세,남자,4223
2018,서울,영등포구,서울영등포경찰서,영등포구,61~세,여자,7684
2018,전남,영암군,전남영암경찰서,영암군,16~20세,남자,42
2018,전남,영암군,전남영암경찰서,영암군,16~20세,여자,39
2018,전남,영암군,전남영암경찰서,영암군,21~30세,남자,411
2018,전남,영암군,전남영암경찰서,영암군,21~30세,여자,308
2018,전남,영암군,전남영암경찰서,영암군,31~40세,남자,663
2018,전남,영암군,전남영암경찰서,영암군,31~40세,여자,171
2018,전남,영암군,전남영암경찰서,영암군,41~50세,남자,862
2018,전남,영암군,전남영암경찰서,영암군,41~50세,여자,242
2018,전남,영암군,전남영암경찰서,영암군,51~60세,남자,916
2018,전남,영암군,전남영암경찰서,영암군,51~60세,여자,483
2018,전남,영암군,전남영암경찰서,영암군,61~세,남자,1150
2018,전남,영암군,전남영암경찰서,영암군,61~세,여자,3000
2018,경북,영양군,경북영양경찰서,영양군,21~30세,남자,43
2018,경북,영양군,경북영양경찰서,영양군,21~30세,여자,46
2018,경북,영양군,경북영양경찰서,영양군,31~40세,남자,84
2018,경북,영양군,경북영양경찰서,영양군,31~40세,여자,31
2018,경북,영양군,경북영양경찰서,영양군,41~50세,남자,148
2018,경북,영양군,경북영양경찰서,영양군,41~50세,여자,51
2018,경북,영양군,경북영양경찰서,영양군,51~60세,남자,281
2018,경북,영양군,경북영양경찰서,영양군,51~60세,여자,162
2018,경북,영양군,경북영양경찰서,영양군,61~세,남자,551
2018,경북,영양군,경북영양경찰서,영양군,61~세,여자,1348
2018,강원,영월군,강원영월경찰서,영월군,16~20세,남자,19
2018,강원,영월군,강원영월경찰서,영월군,16~20세,여자,11
2018,강원,영월군,강원영월경찰서,영월군,21~30세,남자,217
2018,강원,영월군,강원영월경찰서,영월군,21~30세,여자,94
2018,강원,영월군,강원영월경찰서,영월군,31~40세,남자,257
2018,강원,영월군,강원영월경찰서,영월군,31~40세,여자,106
2018,강원,영월군,강원영월경찰서,영월군,41~50세,남자,464
2018,강원,영월군,강원영월경찰서,영월군,41~50세,여자,191
2018,강원,영월군,강원영월경찰서,영월군,51~60세,남자,854
2018,강원,영월군,강원영월경찰서,영월군,51~60세,여자,456
2018,강원,영월군,강원영월경찰서,영월군,61~세,남자,1268
2018,강원,영월군,강원영월경찰서,영월군,61~세,여자,2098
2018,경북,영주시,경북영주경찰서,영주시,16~20세,남자,112
2018,경북,영주시,경북영주경찰서,영주시,16~20세,여자,99
2018,경북,영주시,경북영주경찰서,영주시,21~30세,남자,1348
2018,경북,영주시,경북영주경찰서,영주시,21~30세,여자,617
2018,경북,영주시,경북영주경찰서,영주시,31~40세,남자,729
2018,경북,영주시,경북영주경찰서,영주시,31~40세,여자,342
2018,경북,영주시,경북영주경찰서,영주시,41~50세,남자,921
2018,경북,영주시,경북영주경찰서,영주시,41~50세,여자,474
2018,경북,영주시,경북영주경찰서,영주시,51~60세,남자,1286
2018,경북,영주시,경북영주경찰서,영주시,51~60세,여자,1054
2018,경북,영주시,경북영주경찰서,영주시,61~세,남자,2068
2018,경북,영주시,경북영주경찰서,영주시,61~세,여자,5249
2018,경북,영천시,경북영천경찰서,영천시,16~20세,남자,34
2018,경북,영천시,경북영천경찰서,영천시,16~20세,여자,29
2018,경북,영천시,경북영천경찰서,영천시,21~30세,남자,603
2018,경북,영천시,경북영천경찰서,영천시,21~30세,여자,317
2018,경북,영천시,경북영천경찰서,영천시,31~40세,남자,933
2018,경북,영천시,경북영천경찰서,영천시,31~40세,여자,369
2018,경북,영천시,경북영천경찰서,영천시,41~50세,남자,1016
2018,경북,영천시,경북영천경찰서,영천시,41~50세,여자,615
2018,경북,영천시,경북영천경찰서,영천시,51~60세,남자,1605
2018,경북,영천시,경북영천경찰서,영천시,51~60세,여자,1204
2018,경북,영천시,경북영천경찰서,영천시,61~세,남자,2462
2018,경북,영천시,경북영천경찰서,영천시,61~세,여자,5499
2018,경기,수원시 영통구,,영통구,16~20세,남자,138
2018,경기,수원시 영통구,,영통구,16~20세,여자,185
2018,경기,수원시 영통구,,영통구,21~30세,남자,7892
2018,경기,수원시 영통구,,영통구,21~30세,여자,5265
2018,경기,수원시 영통구,,영통구,31~40세,남자,7257
2018,경기,수원시 영통구,,영통구,31~40세,여자,3425
2018,경기,수원시 영통구,,영통구,41~50세,남자,3166
2018,경기,수원시 영통구,,영통구,41~50세,여자,2062
2018,경기,수원시 영통구,,영통구,51~60세,남자,1808
2018,경기,수원시 영통구,,영통구,51~60세,여자,1743
2018,경기,수원시 영통구,,영통구,61~세,남자,1360
2018,경기,수원시 영통구,,영통구,61~세,여자,3561
2018,충남,예산군,충남예산경찰서,예산군,16~20세,남자,18
2018,충남,예산군,충남예산경찰서,예산군,16~20세,여자,22
2018,충남,예산군,충남예산경찰서,예산군,21~30세,남자,462
2018,충남,예산군,충남예산경찰서,예산군,21~30세,여자,270
2018,충남,예산군,충남예산경찰서,예산군,31~40세,남자,518
2018,충남,예산군,충남예산경찰서,예산군,31~40세,여자,196
2018,충남,예산군,충남예산경찰서,예산군,41~50세,남자,656
2018,충남,예산군,충남예산경찰서,예산군,41~50세,여자,301
2018,충남,예산군,충남예산경찰서,예산군,51~60세,남자,1016
2018,충남,예산군,충남예산경찰서,예산군,51~60세,여자,737
2018,충남,예산군,충남예산경찰서,예산군,61~세,남자,1792
2018,충남,예산군,충남예산경찰서,예산군,61~세,여자,3973
2018,경북,예천군,경북예천경찰서,예천군,16~20세,남자,7
2018,경북,예천군,경북예천경찰서,예천군,16~20세,여자,5
2018,경북,예천군,경북예천경찰서,예천군,21~30세,남자,233
2018,경북,예천군,경북예천경찰서,예천군,21~30세,여자,162
2018,경북,예천군,경북예천경찰서,예천군,31~40세,남자,402
2018,경북,예천군,경북예천경찰서,예천군,31~40세,여자,198
2018,경북,예천군,경북예천경찰서,예천군,41~50세,남자,408
2018,경북,예천군,경북예천경찰서,예천군,41~50세,여자,213
2018,경북,예천군,경북예천경찰서,예천군,51~60세,남자,594
2018,경북,예천군,경북예천경찰서,예천군,51~60세,여자,467
2018,경북,예천군,경북예천경찰서,예천군,61~세,남자,1308
2018,경북,예천군,경북예천경찰서,예천군,61~세,여자,3463
2018,경기,오산시,경기오산경찰서,오산시,16~20세,남자,53
2018,경기,오산시,경기오산경찰서,오산시,16~20세,여자,96
2018,경기,오산시,경기오산경찰서,오산시,21~30세,남자,2915
2018,경기,오산시,경기오산경찰서,오산시,21~30세,여자,1872
2018,경기,오산시,경기오산경찰서,오산시,31~40세,남자,5087
2018,경기,오산시,경기오산경찰서,오산시,31~40세,여자,1927
2018,경기,오산시,경기오산경찰서,오산시,41~50세,남자,3153
2018,경기,오산시,경기오산경찰서,오산시,41~50세,여자,1406
2018,경기,오산시,경기오산경찰서,오산시,51~60세,남자,2050
2018,경기,오산시,경기오산경찰서,오산시,51~60세,여자,1480
2018,경기,오산시,경기오산경찰서,오산시,61~세,남자,1562
2018,경기,오산시,경기오산경찰서,오산시,61~세,여자,2862
2018,충북,옥천군,충북옥천경찰서,옥천군,16~20세,남자,20
2018,충북,옥천군,충북옥천경찰서,옥천군,16~20세,여자,8
2018,충북,옥천군,충북옥천경찰서,옥천군,21~30세,남자,186
2018,충북,옥천군,충북옥천경찰서,옥천군,21~30세,여자,91
2018,충북,옥천군,충북옥천경찰서,옥천군,31~40세,남자,251
2018,충북,옥천군,충북옥천경찰서,옥천군,31~40세,여자,93
2018,충북,옥천군,충북옥천경찰서,옥천군,41~50세,남자,348
2018,충북,옥천군,충북옥천경찰서,옥천군,41~50세,여자,157
2018,충북,옥천군,충북옥천경찰서,옥천군,51~60세,남자,620
2018,충북,옥천군,충북옥천경찰서,옥천군,51~60세,여자,426
2018,충북,옥천군,충북옥천경찰서,옥천군,61~세,남자,1114
2018,충북,옥천군,충북옥천경찰서,옥천군,61~세,여자,2549
2018,인천,옹진군,인천중부경찰서,옹진군,16~20세,남자,6
2018,인천,옹진군,인천중부경찰서,옹진군,21~30세,남자,613
2018,인천,옹진군,인천중부경찰서,옹진군,21~30세,여자,80
2018,인천,옹진군,인천중부경찰서,옹진군,31~40세,남자,397
2018,인천,옹진군,인천중부경찰서,옹진군,31~40세,여자,88
2018,인천,옹진군,인천중부경찰서,옹진군,41~50세,남자,410
2018,인천,옹진군,인천중부경찰서,옹진군,41~50세,여자,93
2018,인천,옹진군,인천중부경찰서,옹진군,51~60세,남자,576
2018,인천,옹진군,인천중부경찰서,옹진군,51~60세,여자,272
2018,인천,옹진군,인천중부경찰서,옹진군,61~세,남자,635
2018,인천,옹진군,인천중부경찰서,옹진군,61~세,여자,801
2018,전남,완도군,전남완도경찰서,완도군,16~20세,남자,8
2018,전남,완도군,전남완도경찰서,완도군,21~30세,남자,144
2018,전남,완도군,전남완도경찰서,완도군,21~30세,여자,126
2018,전남,완도군,전남완도경찰서,완도군,31~40세,남자,325
2018,전남,완도군,전남완도경찰서,완도군,31~40세,여자,130
2018,전남,완도군,전남완도경찰서,완도군,41~50세,남자,496
2018,전남,완도군,전남완도경찰서,완도군,41~50세,여자,215
2018,전남,완도군,전남완도경찰서,완도군,51~60세,남자,820
2018,전남,완도군,전남완도경찰서,완도군,51~60세,여자,441
2018,전남,완도군,전남완도경찰서,완도군,61~세,남자,1273
2018,전남,완도군,전남완도경찰서,완도군,61~세,여자,3122
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,16~20세,남자,260
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,16~20세,여자,256
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,21~30세,남자,3727
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,21~30세,여자,3838
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,31~40세,남자,4155
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,31~40세,여자,2612
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,41~50세,남자,3721
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,41~50세,여자,2439
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,51~60세,남자,3572
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,51~60세,여자,3653
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,61~세,남자,4213
2018,전북,전주시 완산구,전북전주완산경찰서,완산구,61~세,여자,9429
2018,전북,완주군,전북완주경찰서,완주군,16~20세,남자,282
2018,전북,완주군,전북완주경찰서,완주군,16~20세,여자,225
2018,전북,완주군,전북완주경찰서,완주군,21~30세,남자,1661
2018,전북,완주군,전북완주경찰서,완주군,21~30세,여자,963
2018,전북,완주군,전북완주경찰서,완주군,31~40세,남자,894
2018,전북,완주군,전북완주경찰서,완주군,31~40세,여자,394
2018,전북,완주군,전북완주경찰서,완주군,41~50세,남자,955
2018,전북,완주군,전북완주경찰서,완주군,41~50세,여자,424
2018,전북,완주군,전북완주경찰서,완주군,51~60세,남자,1119
2018,전북,완주군,전북완주경찰서,완주군,51~60세,여자,701
2018,전북,완주군,전북완주경찰서,완주군,61~세,남자,1414
2018,전북,완주군,전북완주경찰서,완주군,61~세,여자,3231
2018,서울,용산구,서울용산경찰서,용산구,16~20세,남자,60
2018,서울,용산구,서울용산경찰서,용산구,16~20세,여자,246
2018,서울,용산구,서울용산경찰서,용산구,21~30세,남자,2871
2018,서울,용산구,서울용산경찰서,용산구,21~30세,여자,4805
2018,서울,용산구,서울용산경찰서,용산구,31~40세,남자,4757
2018,서울,용산구,서울용산경찰서,용산구,31~40세,여자,3820
2018,서울,용산구,서울용산경찰서,용산구,41~50세,남자,2965
2018,서울,용산구,서울용산경찰서,용산구,41~50세,여자,2399
2018,서울,용산구,서울용산경찰서,용산구,51~60세,남자,2441
2018,서울,용산구,서울용산경찰서,용산구,51~60세,여자,1808
2018,서울,용산구,서울용산경찰서,용산구,61~세,남자,2700
2018,서울,용산구,서울용산경찰서,용산구,61~세,여자,5367
2018,경북,울릉군,경북울릉경찰서,울릉군,21~30세,남자,104
2018,경북,울릉군,경북울릉경찰서,울릉군,21~30세,여자,40
2018,경북,울릉군,경북울릉경찰서,울릉군,31~40세,남자,160
2018,경북,울릉군,경북울릉경찰서,울릉군,31~40세,여자,59
2018,경북,울릉군,경북울릉경찰서,울릉군,41~50세,남자,261
2018,경북,울릉군,경북울릉경찰서,울릉군,41~50세,여자,66
2018,경북,울릉군,경북울릉경찰서,울릉군,51~60세,남자,305
2018,경북,울릉군,경북울릉경찰서,울릉군,51~60세,여자,111
2018,경북,울릉군,경북울릉경찰서,울릉군,61~세,남자,264
2018,경북,울릉군,경북울릉경찰서,울릉군,61~세,여자,366
2018,울산,울주군,울산울주경찰서,울주군,16~20세,남자,29
2018,울산,울주군,울산울주경찰서,울주군,16~20세,여자,33
2018,울산,울주군,울산울주경찰서,울주군,21~30세,남자,1431
2018,울산,울주군,울산울주경찰서,울주군,21~30세,여자,664
2018,울산,울주군,울산울주경찰서,울주군,31~40세,남자,2463
2018,울산,울주군,울산울주경찰서,울주군,31~40세,여자,697
2018,울산,울주군,울산울주경찰서,울주군,41~50세,남자,2644
2018,울산,울주군,울산울주경찰서,울주군,41~50세,여자,1020
2018,울산,울주군,울산울주경찰서,울주군,51~60세,남자,2626
2018,울산,울주군,울산울주경찰서,울주군,51~60세,여자,1836
2018,울산,울주군,울산울주경찰서,울주군,61~세,남자,2662
2018,울산,울주군,울산울주경찰서,울주군,61~세,여자,5090
2018,경북,울진군,경북울진경찰서,울진군,16~20세,남자,8
2018,경북,울진군,경북울진경찰서,울진군,21~30세,남자,305
2018,경북,울진군,경북울진경찰서,울진군,21~30세,여자,157
2018,경북,울진군,경북울진경찰서,울진군,31~40세,남자,458
2018,경북,울진군,경북울진경찰서,울진군,31~40세,여자,190
2018,경북,울진군,경북울진경찰서,울진군,41~50세,남자,568
2018,경북,울진군,경북울진경찰서,울진군,41~50세,여자,219
2018,경북,울진군,경북울진경찰서,울진군,51~60세,남자,882
2018,경북,울진군,경북울진경찰서,울진군,51~60세,여자,583
2018,경북,울진군,경북울진경찰서,울진군,61~세,남자,1247
2018,경북,울진군,경북울진경찰서,울진군,61~세,여자,3318
2018,강원,원주시,강원원주경찰서,원주시,16~20세,남자,326
2018,강원,원주시,강원원주경찰서,원주시,16~20세,여자,205
2018,강원,원주시,강원원주경찰서,원주시,21~30세,남자,4520
2018,강원,원주시,강원원주경찰서,원주시,21~30세,여자,3510
2018,강원,원주시,강원원주경찰서,원주시,31~40세,남자,4336
2018,강원,원주시,강원원주경찰서,원주시,31~40세,여자,2624
2018,강원,원주시,강원원주경찰서,원주시,41~50세,남자,4086
2018,강원,원주시,강원원주경찰서,원주시,41~50세,여자,2648
2018,강원,원주시,강원원주경찰서,원주시,51~60세,남자,4455
2018,강원,원주시,강원원주경찰서,원주시,51~60세,여자,3819
2018,강원,원주시,강원원주경찰서,원주시,61~세,남자,4419
2018,강원,원주시,강원원주경찰서,원주시,61~세,여자,8671
2018,대전,유성구,대전유성경찰서,유성구,16~20세,남자,456
2018,대전,유성구,대전유성경찰서,유성구,16~20세,여자,332
2018,대전,유성구,대전유성경찰서,유성구,21~30세,남자,9652
2018,대전,유성구,대전유성경찰서,유성구,21~30세,여자,6419
2018,대전,유성구,대전유성경찰서,유성구,31~40세,남자,7153
2018,대전,유성구,대전유성경찰서,유성구,31~40세,여자,3585
2018,대전,유성구,대전유성경찰서,유성구,41~50세,남자,3863
